240804020024901 IMAPServer$ClientHandler.run()	INFO: < * OK [CAPABILITY IMAP4rev1] IMAP Server Ready
240804020024902 IMAPServer$ClientHandler.run()	INFO: > 54 login "julio@julio.com" "admin"
240804020024902 IMAPServer$ClientHandler.run()	INFO: < 54 OK LOGIN completed
240804020024903 IMAPServer$ClientHandler.run()	INFO: > 55 capability
240804020024903 IMAPServer$ClientHandler.run()	INFO: < 55 OK [CAPABILITY IMAP4rev1 LITERAL+ SASL-IR LOGIN-REFERRALS ID ENABLE IDLE SORT SORT=DISPLAY THREAD=REFERENCES THREAD=REFS THREAD=ORDEREDSUBJECT MULTIAPPEND URL-PARTIAL CATENATE UNSELECT CHILDREN NAMESPACE UIDPLUS LIST-EXTENDED I18NLEVEL=1 CONDSTORE QRESYNC ESEARCH ESORT SEARCHRES WITHIN CONTEXT=SEARCH LIST-STATUS BINARY MOVE NOTIFY SPECIAL-USE QUOTA]
240804020024903 IMAPServer$ClientHandler.run()	INFO: > 56 namespace
240804020024904 IMAPServer$ClientHandler.run()	INFO: < 56 OK namespace completed
240804020024904 IMAPServer$ClientHandler.run()	INFO: > 57 ID ("name" "Thunderbird" "version" "128.0.1")
240804020024904 IMAPServer$ClientHandler.run()	INFO: < 57 OK ID completed
240804020024905 IMAPServer$ClientHandler.run()	INFO: > 58 select "INBOX"
240804020024906 IMAPServer$ClientHandler.run()	INFO: < * 14 EXISTS
240804020024907 IMAPServer$ClientHandler.run()	INFO: < * 9 RECENT
240804020024907 IMAPServer$ClientHandler.run()	INFO: < * OK [UNSEEN 3] First unseen.
240804020024907 IMAPServer$ClientHandler.run()	INFO: < 58 OK [READ-WRITE] SELECT completed
240804020024908 IMAPServer$ClientHandler.run()	INFO: > 59 getquotaroot "INBOX"
240804020024908 IMAPServer$ClientHandler.run()	INFO: < 59 OK getquotaroot completed
240804020024908 IMAPServer$ClientHandler.run()	INFO: > 60 UID fetch 1:* (FLAGS)
240804020024910 IMAPServer$ClientHandler.run()	INFO: < * 1 FETCH (UID 3 FLAGS ())
240804020024910 IMAPServer$ClientHandler.run()	INFO: < * 2 FETCH (UID 5 FLAGS ())
240804020024910 IMAPServer$ClientHandler.run()	INFO: < * 3 FETCH (UID 8 FLAGS ())
240804020024910 IMAPServer$ClientHandler.run()	INFO: < * 4 FETCH (UID 10 FLAGS ())
240804020024911 IMAPServer$ClientHandler.run()	INFO: < * 5 FETCH (UID 11 FLAGS ())
240804020024911 IMAPServer$ClientHandler.run()	INFO: < * 6 FETCH (UID 12 FLAGS (\Recent))
240804020024911 IMAPServer$ClientHandler.run()	INFO: < * 7 FETCH (UID 13 FLAGS (\Recent))
240804020024911 IMAPServer$ClientHandler.run()	INFO: < * 8 FETCH (UID 14 FLAGS (\Recent))
240804020024911 IMAPServer$ClientHandler.run()	INFO: < * 9 FETCH (UID 19 FLAGS (\Recent))
240804020024912 IMAPServer$ClientHandler.run()	INFO: < * 10 FETCH (UID 20 FLAGS (\Recent))
240804020024912 IMAPServer$ClientHandler.run()	INFO: < * 11 FETCH (UID 21 FLAGS (\Recent))
240804020024912 IMAPServer$ClientHandler.run()	INFO: < * 12 FETCH (UID 22 FLAGS (\Recent))
240804020024912 IMAPServer$ClientHandler.run()	INFO: < * 13 FETCH (UID 23 FLAGS (\Recent))
240804020024912 IMAPServer$ClientHandler.run()	INFO: < * 14 FETCH (UID 24 FLAGS (\Recent))
240804020024913 IMAPServer$ClientHandler.run()	INFO: < 60 OK FETCH completed
240804020026917 IMAPServer$ClientHandler.run()	INFO: > 61 IDLE
240804020026917 IMAPServer$ClientHandler.run()	INFO: < 61 OK IDLE completed
240804021024911 IMAPServer$ClientHandler.run()	INFO: > DONE
